author_institution,country,chosen_latitude,chosen_longitude,total_authors,elite_authors,elite_percentage,is_elite
Angstrom Designs (United States),United States,40.21833038,-79.48777771,5,1.0,20.0,True
Anhalt University of Applied Sciences,Germany,51.82360077,11.70919991,1,0.0,0.0,False
Anhui Academy of Agricultural Sciences,China,31.82392883,117.23145294,1,0.0,0.0,False
Anhui Agricultural University,China,40.00195694,116.35482025,5,1.0,20.0,True
Anhui Institute of Optics and Fine Mechanics,China,31.82392883,117.23145294,3,0.0,0.0,False
Anhui Normal University,China,34.19442749,117.1900177,5,1.0,20.0,True
Anhui Polytechnic University,China,31.82392883,117.23145294,4,2.0,50.0,True
Anhui Science and Technology University,China,31.82392883,117.23145294,1,1.0,100.0,True
Anhui University,China,31.8455162,117.25159454,42,11.0,26.190476190476193,True
Anhui University of Science and Technology,China,31.82197189,117.28058624,15,3.0,20.0,True
Anhui University of Technology,China,30.6739521,104.13547516,6,2.0,33.33333333333333,True
Anhui Xinhua University,China,36.55937195,103.7533493,2,0.0,0.0,False
Anhui and Huaihe River Institute of Hydraulic Research,China,31.82392883,117.23145294,3,0.0,0.0,False
Animal Health Trust,United Kingdom,53.9438324,-2.55056405,1,1.0,100.0,True
Ankara University,Türkiye,39.93500137,32.83169937,10,0.0,0.0,False
Ankara Yıldırım Beyazıt University,Türkiye,39.97200012,32.82509995,3,0.0,0.0,False
Ann Arbor VA Medical Center,United States,42.28141785,-83.74847412,5,2.0,40.0,True
Anna Freud Centre,United Kingdom,53.9438324,-2.55056405,1,1.0,100.0,True
Anna Needs Neuroblastoma Answers,United States,39.50357056,-99.01834106,1,0.0,0.0,False
"Anna University, Chennai",India,13.01356888,80.23641968,26,1.0,3.8461538461538463,False
Annamalai University,India,11.39731121,79.71922302,6,0.0,0.0,False
Anne Arundel Medical Center,United States,38.99019241,-76.53513336,1,0.0,0.0,False
Annual Reviews,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Anqing Normal University,China,30.51416969,117.04805756,5,1.0,20.0,True
Ansal University,India,28.43070984,77.1116333,2,0.0,0.0,False
Ansan University,"Korea, Republic of",37.31000137,126.87599945,1,0.0,0.0,False
Anshan Normal University,China,41.07619858,122.9960022,2,1.0,50.0,True
AnsuR Technologies (Norway),Norway,59.91333008,10.7389698,2,0.0,0.0,False
Ansys (United States),United States,40.21833038,-79.48777771,4,0.0,0.0,False
Antalya Bilim University,Türkiye,36.88639069,30.71048737,1,0.0,0.0,False
Antaros Medical (Sweden),Sweden,60.6749,17.162592,1,0.0,0.0,False
Anthem (United States),United States,33.8651619,-112.13584137,1,0.0,0.0,False
Antwerp Maritime Academy,Belgium,51.2408371,4.39893723,1,1.0,100.0,True
Antwerp University Hospital,Belgium,51.22056198,4.39930964,6,3.0,50.0,True
AnyBody Technology (Denmark),Denmark,57.01227637062302,9.988144738860212,1,0.0,0.0,False
Anyang Hospital of Traditional Chinese Medicine,China,36.55937195,103.7533493,2,1.0,50.0,True
Anyang Institute of Technology,China,36.55937195,103.7533493,1,0.0,0.0,False
Anyang University,"Korea, Republic of",37.39167023,126.91972351,8,2.0,25.0,True
Aoyama Gakuin University,Japan,35.66110992,139.71055603,7,1.0,14.285714285714285,False
Apis Flora (Brazil),Brazil,-10.33333302,-53.20000076,1,0.0,0.0,False
Apollo Hospitals,India,13.09834576,80.27980804,2,1.0,50.0,True
Appalachian Fruit Research Laboratory,United States,39.41241837,-79.08674622,1,0.0,0.0,False
Appalachian State University,United States,36.21250534,-81.67821503,9,0.0,0.0,False
Apple (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Applied Behavioral Research (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Applied Genetic Technologies (United States),United States,40.21833038,-79.48777771,3,1.0,33.33333333333333,True
Applied Materials (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Applied Mathematics (United States),United States,30.26259995,-91.21690369,1,0.0,0.0,False
Applied Optimization (United States),United States,40.21833038,-79.48777771,2,0.0,0.0,False
Applied Research (United States),United States,40.21833038,-79.48777771,2,1.0,50.0,True
Applied Science Private University,Jordan,32.03977966,35.90047455,4,0.0,0.0,False
Applied Technologies (United States),United States,40.21833038,-79.48777771,3,1.0,33.33333333333333,True
Aptiv (Germany),Germany,51.09198761,10.38080788,2,0.0,0.0,False
AquaGen (Norway),Norway,59.91333008,10.7389698,1,1.0,100.0,True
"Arab Academy for Science, Technology, and Maritime Transport",Egypt,30.09617424,31.3795433,9,0.0,0.0,False
Arak University of Technology,"Iran, Islamic Republic of",34.09932327,49.71246719,1,0.0,0.0,False
Arcada University of Applied Sciences,Finland,60.20143509,24.96530724,2,0.0,0.0,False
ArcelorMittal (France),France,47.92593384,-1.90046334,1,0.0,0.0,False
Archer Technicoat Limited (United Kingdom),United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Archimage (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Architecture et Réactivité de l'arN,France,43.52726364,2.59064317,1,0.0,0.0,False
Areté Associates (United States),United States,40.21833038,-79.48777771,5,0.0,0.0,False
Argonne National Laboratory,United States,41.71300125,-87.96058655,66,25.0,37.878787878787875,True
Ariadne Diagnostics (United States),United States,40.21833038,-79.48777771,3,0.0,0.0,False
Ariel University,Israel,30.81242561,34.859478,4,0.0,0.0,False
Aristotle University of Thessaloniki,Greece,40.62975693,22.95917702,57,11.0,19.298245614035086,False
Arizona State University,United States,33.42100143,-111.93299866,267,89.0,33.33333333333333,True
Arkansas Children's Nutrition Center,United States,34.89980316,-92.43915558,1,1.0,100.0,True
Arkansas State University,United States,35.84639359,-90.67922974,3,0.0,0.0,False
Armed Forces Institute of Pathology,Pakistan,29.39997482,68.81533813,1,0.0,0.0,False
Armstrong Atlantic State University,United States,31.97976685,-81.16807556,4,0.0,0.0,False
Army Medical University,China,29.53720093,106.44670105,10,2.0,20.0,True
Ars Electronica Center,Austria,48.3096962,14.28448772,1,0.0,0.0,False
Art Innovation (Netherlands),Netherlands,52.24563217,5.62691021,1,0.0,0.0,False
"Artann Laboratories, Inc.",United States,39.50357056,-99.01834106,2,1.0,50.0,True
Artesis Plantijn Hogeschool Antwerpen,Belgium,51.21954727,4.41219378,2,0.0,0.0,False
Artificial Intelligence Research Institute,Spain,40.3901062,-3.55436611,15,4.0,26.666666666666668,True
Artificial Intelligence in Medicine (Canada),Canada,62.57398605,-96.60810852,4,1.0,25.0,True
Artois University,France,50.28408051,2.79323292,1,0.0,0.0,False
Arts et Metiers Institute of Technology,France,48.83355331,2.35831094,13,0.0,0.0,False
Arvalis - Institut du Végétal,France,46.62480927,2.45837498,3,0.0,0.0,False
Asahi University,Japan,35.38174438,136.69055176,8,2.0,25.0,True
Asan Medical Center,"Korea, Republic of",37.48816681,127.08547211,19,4.0,21.052631578947366,True
Aselsan (Turkey),Türkiye,38.98909378,35.43323135,5,0.0,0.0,False
Ashoka Trust for Research in Ecology and the Environment,India,22.35250664,79.36367798,2,0.0,0.0,False
Asia Pacific University of Technology & Innovation,Malaysia,3.04805994,101.69249725,4,0.0,0.0,False
Asia University,"Taiwan, Province of China",24.04715157,120.68675232,10,1.0,10.0,False
Asian Disaster Preparedness Center,Thailand,15.13178921,101.01837921,4,0.0,0.0,False
Asian Institute of Management,Philippines,15.94740677,121.42166901,1,0.0,0.0,False
Asian Institute of Technology,Thailand,15.13178921,101.01837921,2,0.0,0.0,False
Asian University of Bangladesh,Bangladesh,23.86919975,90.39959717,2,0.0,0.0,False
Asociación de Investigación Metalúrgica del Noroeste,Spain,40.3901062,-3.55436611,2,0.0,0.0,False
Asociación de Investigación de la Industria Textil,Spain,40.3901062,-3.55436611,2,0.0,0.0,False
Asociación para la Conservación de la Cuenca Amazónica,Peru,-6.86996984,-75.04585266,1,0.0,0.0,False
Assistance Publique – Hôpitaux de Paris,France,48.83773422,2.36477709,11,4.0,36.36363636363637,True
Assiut University,Egypt,27.18781662,31.1704464,13,0.0,0.0,False
Associació de la Paràlisi Cerebral,Spain,40.3901062,-3.55436611,1,0.0,0.0,False
Associated Research (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Associated Retinal Consultants,United States,39.50357056,-99.01834106,2,1.0,50.0,True
Association for Computing Machinery,United States,39.50357056,-99.01834106,3,1.0,33.33333333333333,True
Association for Innovation and Biomedical Research on Light and Image,Portugal,39.68219757,-7.96828794,5,1.0,20.0,True
Association for Supervision and Curriculum Development,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Association of Academic Health Centers,United States,39.50357056,-99.01834106,2,0.0,0.0,False
Association of American Medical Colleges,United States,38.90570068,-77.05389404,2,1.0,50.0,True
Association of Electronic and Information Technologies,Spain,40.3901062,-3.55436611,2,0.0,0.0,False
Associazione Italiana Vulvodinia Onlus,Italy,43.52555084,12.1600008,1,1.0,100.0,True
Assumption College,United States,42.29381943,-71.82788849,1,0.0,0.0,False
Assuta Medical Center,Israel,32.10775757,34.83846283,2,1.0,50.0,True
Astana Medical University,Kazakhstan,51.1282196,71.43067169,4,0.0,0.0,False
Astellas Pharma (Netherlands),Netherlands,52.24563217,5.62691021,1,0.0,0.0,False
Aston University,United Kingdom,52.48587799,-1.88898802,59,12.0,20.33898305084746,True
AstraZeneca (Canada),Canada,62.57398605,-96.60810852,1,0.0,0.0,False
AstraZeneca (Sweden),Sweden,59.202839,17.620575,16,3.0,18.75,False
AstraZeneca (United Kingdom),United Kingdom,53.9438324,-2.55056405,16,5.0,31.25,True
AstraZeneca (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Astrogeology Science Center,United States,47.6199646,-122.35063934,1,1.0,100.0,True
Astronomical Institute,Slovakia,48.74115372,19.45286369,1,1.0,100.0,True
Astronomical Observatory of Capodimonte,Italy,42.54750061,11.90579605,4,4.0,100.0,True
Astronomy and Space,Australia,-25.72804832,134.49017334,1,0.0,0.0,False
Aswan University,Egypt,23.99889946,32.85990143,8,0.0,0.0,False
At Bristol,United Kingdom,51.45313263,-2.60098171,1,0.0,0.0,False
Atal Bihari Vajpayee Indian Institute of Information Technology and Management,India,26.2484684,78.17459106,2,0.0,0.0,False
Atatürk University,Türkiye,39.9029007,41.25283813,2,0.0,0.0,False
Ateneo de Manila University,Philippines,14.63889027,121.07778168,2,0.0,0.0,False
Athabasca University,Canada,54.71580505,-113.30973053,9,3.0,33.33333333333333,True
Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Greece,38.99536896,21.98771286,2,0.0,0.0,False
Athens University of Economics and Business,Greece,37.99414444,23.73247147,14,3.0,21.428571428571427,True
Athinoula A. Martinos Center for Biomedical Imaging,United States,39.50357056,-99.01834106,52,28.0,53.84615384615385,True
Atilim University,Türkiye,39.81620407,32.72238922,3,1.0,33.33333333333333,True
Atkins (United Kingdom),United Kingdom,52.53555435,-1.3601501,1,0.0,0.0,False
Atlanta Technical College,United States,33.71188354,-84.4072876,5,2.0,40.0,True
Atlantic General Hospital,United States,36.74588776,-76.24685669,1,1.0,100.0,True
Atmiya University,India,22.28183174,70.76793671,2,0.0,0.0,False
Atmospheric and Environmental Research,United States,39.50357056,-99.01834106,1,1.0,100.0,True
Atomic Energy and Alternative Energies Commission,France,46.62480927,2.45837498,23,6.0,26.08695652173913,True
Atos (Spain),Spain,40.3901062,-3.55436611,2,0.0,0.0,False
Atrium Health Wake Forest Baptist,United States,36.09041214,-80.26976776,3,2.0,66.66666666666666,True
Auburn School District,United States,26.75611115,-80.10629272,1,0.0,0.0,False
Auburn University,United States,32.60628891,-85.47301483,30,8.0,26.666666666666668,True
Auburn University at Montgomery,United States,32.36846924,-86.1763382,1,0.0,0.0,False
Auckland Institute of Studies,New Zealand,-36.87348557,174.72125244,1,0.0,0.0,False
Auckland University of Technology,New Zealand,-41.50008392,172.83441162,48,9.0,18.75,False
Audencia Business School,France,47.24700165,-1.55290997,1,0.0,0.0,False
Audi (Germany),Germany,51.09198761,10.38080788,2,0.0,0.0,False
Audio Analytic (United Kingdom),United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Audionamix (France),France,47.92593384,-1.90046334,1,0.0,0.0,False
Augusta University,United States,33.4706955,-81.9892807,3,2.0,66.66666666666666,True
Augusta University Health,United States,33.47063828,-81.98991394,1,0.0,0.0,False
Augustana College,United States,41.50424957,-90.54958344,3,0.0,0.0,False
Aurel Vlaicu University of Arad,Romania,46.17538071,21.31963348,4,0.0,0.0,False
Austin College,United States,33.64741135,-96.59819031,1,0.0,0.0,False
Austin Health,Australia,-37.75639343,145.05865479,3,3.0,100.0,True
Austin Hospital,Australia,-37.75639343,145.05865479,2,2.0,100.0,True
Austral University of Chile,Chile,-39.81537628,-73.24742889,1,0.0,0.0,False
Australia and New Zealand School of Government,Australia,-33.86893,151.19679,2,0.0,0.0,False
Australian Astronomical Observatory,Australia,-25.72804832,134.49017334,1,1.0,100.0,True
Australian Catholic University,Australia,-27.37769127,153.08973694,10,7.0,70.0,True
Australian Centre for Plant Functional Genomics,Australia,-25.72804832,134.49017334,7,1.0,14.285714285714285,False
Australian Centre for Robotic Vision,Australia,-25.72804832,134.49017334,55,10.0,18.181818181818183,False
Australian College of Optometry,Australia,-37.79556274,144.96673584,3,1.0,33.33333333333333,True
Australian College of Rural and Remote Medicine,Australia,-25.72804832,134.49017334,1,0.0,0.0,False
Australian Council for Educational Research,Australia,-26.27371407,134.12109375,2,0.0,0.0,False
Australian Council of Learned Academies,Australia,-25.72804832,134.49017334,1,0.0,0.0,False
Australian Defence Force Academy,Australia,-35.29388809,149.16389465,11,3.0,27.27272727272727,True
Australian Federation of Graduate Women New South Wales,Australia,-32.1656189,147.00819397,1,0.0,0.0,False
Australian Government,Australia,-25.72804832,134.49017334,1,0.0,0.0,False
Australian Institute of Business,Australia,-25.72804832,134.49017334,2,1.0,50.0,True
Australian Institute of Marine Science,Australia,-25.72804832,134.49017334,4,1.0,25.0,True
Australian Institute of Tropical Health and Medicine,Australia,-25.72804832,134.49017334,2,1.0,50.0,True
Australian Maritime College,Australia,-41.39967728,147.11914063,5,2.0,40.0,True
Australian Mathematical Sciences Institute,Australia,-25.72804832,134.49017334,1,0.0,0.0,False
Australian National University,Australia,-35.28013992,149.11785889,125,43.0,34.4,True
Australian Nuclear Science and Technology Organisation,Australia,-25.72804832,134.49017334,1,1.0,100.0,True
Australian Psychological Society,Australia,-25.72804832,134.49017334,3,0.0,0.0,False
Australian Regenerative Medicine Institute,Australia,-25.72804832,134.49017334,17,9.0,52.94117647058824,True
Australian Research Council,Australia,-25.72804832,134.49017334,5,2.0,40.0,True
Australian Sports Commission,Australia,-25.72804832,134.49017334,4,1.0,25.0,True
Australian Taxation Office,Australia,-25.72804832,134.49017334,1,0.0,0.0,False
Australian Water Quality Centre,Australia,-25.72804832,134.49017334,1,1.0,100.0,True
Australian and New Zealand College of Anaesthetists,Australia,-35.5256727011966,148.965547986682,1,1.0,100.0,True
Australian and New Zealand Intensive Care Society,Australia,-33.83351,138.61188,1,0.0,0.0,False
Australian e-Health Research Centre,Australia,-25.72804832,134.49017334,12,3.0,25.0,True
Austrian Academy of Sciences,Austria,47.58707047,14.14098835,7,1.0,14.285714285714285,False
Austrian Center for Medical Innovation and Technology,Austria,47.58707047,14.14098835,2,0.0,0.0,False
Austrian Economics Center,Austria,47.58707047,14.14098835,2,0.0,0.0,False
Austrian Institute of Technology,Austria,47.97610855,16.50860977,17,1.0,5.88235294117647,False
Austrian Research Institute for Artificial Intelligence,Austria,47.58707047,14.14098835,4,0.0,0.0,False
Autism & Developmental Medicine Institute,United States,38.38342285,-81.76409912,1,1.0,100.0,True
Autodesk (Canada),Canada,62.57398605,-96.60810852,1,0.0,0.0,False
Autodesk (United States),United States,40.21833038,-79.48777771,2,0.0,0.0,False
Autoliv (Sweden),Sweden,60.6749,17.162592,1,0.0,0.0,False
Automation and Process Engineering Laboratory,France,46.62480927,2.45837498,2,0.0,0.0,False
Autonomous University of Madrid,Spain,40.54551315,-3.69421601,76,14.0,18.421052631578945,False
Autonomous University of Queretaro,Mexico,20.59185791,-100.41020203,11,0.0,0.0,False
Autonomous University of San Luis Potosí,Mexico,22.58546638,-100.41651154,11,1.0,9.090909090909092,False
Autonomous University of Tamaulipas,Mexico,23.73299026,-99.14421082,5,0.0,0.0,False
Autonomous University of Zacatecas,Mexico,22.76878357,-102.56484985,14,0.0,0.0,False
