institution,latitude,longitude,is_elite,number_of_authors
Nanjing Polytechnic Institute,32.05852509,118.7964859,0,1
Nanjing Tech University,32.07871246,118.77196503,0,13
Nanjing Tech University,32.07871246,118.77196503,1,2
Nanjing University,32.043143,118.787948,0,99
Nanjing University,32.043143,118.787948,1,41
Nanjing University of Aeronautics and Astronautics,32.03600693,118.81380463,0,67
Nanjing University of Aeronautics and Astronautics,32.03600693,118.81380463,1,22
Nanjing University of Finance and Economics,32.043143,118.787948,0,2
Nanjing University of Finance and Economics,32.043143,118.787948,1,1
Nanjing University of Information Science and Technology,32.20721817,118.72167206,0,57
Nanjing University of Information Science and Technology,32.20721817,118.72167206,1,15
Nanjing University of Posts and Telecommunications,32.08050156,118.76499939,0,48
Nanjing University of Posts and Telecommunications,32.08050156,118.76499939,1,12
Nanjing University of Science and Technology,32.03329849,118.85192108,0,65
Nanjing University of Science and Technology,32.03329849,118.85192108,1,22
Nanjing Xiaozhuang University,32.30263138,118.84163666,0,1
Nankai University,39.10110855,117.16471863,0,51
Nankai University,39.10110855,117.16471863,1,20
Nanning Normal University,22.81723595,108.36626434,0,1
NanoImaging Services,43.659812,2.02634,1,2
Nanolayers,45.58271,4.64143,0,1
Nanomaterials Research (United States),39.50357056,-99.01834106,0,2
Nanoscale Microscopy and Molecular Physiology of the Brain Cluster of Excellence 171 — DFG Research Center 103,-37.70576477,145.18823242,1,1
Nanostring Technologies (United States),39.50357056,-99.01834106,0,1
Nansen International Environmental and Remote Sensing Center,46.41267014,-96.96737671,0,2
Nansen International Environmental and Remote Sensing Center,46.41267014,-96.96737671,1,1
Nantes Université,47.24000168,-1.54999995,0,15
Nantes Université,47.24000168,-1.54999995,1,3
Nantong University,31.97587013,120.90628815,0,3
Nantong University,31.97587013,120.90628815,1,1
Nanyang Polytechnic,1.38038802,103.84954834,0,3
Nanyang Technological University,1.34791696,103.68371582,0,288
Nanyang Technological University,1.34791696,103.68371582,1,145
Nara Institute of Science and Technology,34.7322197,135.73249817,0,41
Nara Institute of Science and Technology,34.7322197,135.73249817,1,13
Nara Medical University,34.50416946,135.79360962,0,1
Naresuan University,16.74853516,100.18943024,0,1
Naresuan University,16.74853516,100.18943024,1,1
Nasarawa State University,8.43878651,8.23828506,0,1
Nasjonalt Kunnskapssenter for Helsetjenesten,46.23291779,-0.40865541,0,2
Nasjonalt Kunnskapssenter for Helsetjenesten,46.23291779,-0.40865541,1,1
Nathan Kline Institute for Psychiatric Research,41.04439545,-73.96855927,0,6
Nathan Kline Institute for Psychiatric Research,41.04439545,-73.96855927,1,3
National Academy of Sciences,38.89300537,-77.04775238,1,1
"National Administration of Surveying, Mapping and Geoinformation of China",36.55937195,103.7533493,0,1
"National Administration of Surveying, Mapping and Geoinformation of China",36.55937195,103.7533493,1,4
National Aeronautics and Space Administration,32.98955917,-96.74806213,0,1
National Ageing Research Institute,38.38342285,-81.76409912,0,2
"National Agency for New Technologies, Energy and Sustainable Economic Development",48.257267,-109.77944183,0,6
"National Agency for New Technologies, Energy and Sustainable Economic Development",48.257267,-109.77944183,1,1
National Agrarian University,14.55467,121.05744,0,2
National Agricultural Research Foundation,-37.70576477,145.18823242,0,1
National Agricultural Technology Institute,38.38342285,-81.76409912,0,3
National Agriculture and Food Research Organization,-37.70576477,145.18823242,0,2
National Agriculture and Food Research Organization,-37.70576477,145.18823242,1,1
National Astronomical Observatories,17.04624748,-96.81030273,0,7
National Astronomical Observatories,17.04624748,-96.81030273,1,2
National Audiovisual Institute,38.38342285,-81.76409912,0,1
National Autonomous University of Honduras,14.82235622,-86.59790039,0,1
National Bank of Belgium,40.945847,40.266544,1,1
National Brain Research Centre,28.33239174,76.93791199,0,1
National Bureau of Economic Research,40.945847,40.266544,0,4
National Bureau of Economic Research,40.945847,40.266544,1,18
National Cancer Center,31.795288,-94.1803,0,10
National Cancer Center,31.795288,-94.1803,1,3
National Cancer Center Hospital East,49.8754158,-119.48822784,0,1
National Cancer Center Hospital East,49.8754158,-119.48822784,1,4
National Cancer Centre Japan,37.78517532,-122.43002319,0,1
National Cancer Centre Japan,37.78517532,-122.43002319,1,1
National Cancer Centre Singapore,1.35652304,103.80859375,0,1
National Cancer Centre Singapore,1.35652304,103.80859375,1,1
National Cancer Institute,21.13954735,79.06019592,0,24
National Cancer Institute,21.13954735,79.06019592,1,33
National Cancer Research Institute,38.38342285,-81.76409912,0,1
National Center for Advancing Translational Sciences,39.58283997,-80.03797913,0,9
National Center for Advancing Translational Sciences,39.58283997,-80.03797913,1,6
National Center for Atmospheric Research,-37.70576477,145.18823242,0,8
National Center for Atmospheric Research,-37.70576477,145.18823242,1,10
National Center for Biotechnology Information,-36.44709015,141.79785156,0,41
National Center for Biotechnology Information,-36.44709015,141.79785156,1,25
National Center for Chronic Disease Prevention and Health Promotion,39.58283997,-80.03797913,0,2
National Center for Chronic Disease Prevention and Health Promotion,39.58283997,-80.03797913,1,1
National Center for Climate Change Strategy and International Cooperation,26.30643082,50.14573288,0,1
National Center for Ecological Analysis and Synthesis,34.4192009,-119.69937134,0,15
National Center for Ecological Analysis and Synthesis,34.4192009,-119.69937134,1,4
National Center for Frame Analysis,48.26198,1.098775,0,2
National Center for Genome Resources,55.85988235,-3.18813992,0,1
National Center for Geriatrics and Gerontology,39.58283997,-80.03797913,1,1
National Center for Global Health and Medicine,39.58283997,-80.03797913,0,3
National Center for Global Health and Medicine,39.58283997,-80.03797913,1,1
National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention,39.58283997,-80.03797913,0,2
National Center for Mathematics and Interdisciplinary Sciences,39.96107864,-75.16163635,0,5
National Center for Mathematics and Interdisciplinary Sciences,39.96107864,-75.16163635,1,2
National Center for Nanoscience and Technology,-0.2934083,36.01538086,0,4
National Center for Nanoscience and Technology,-0.2934083,36.01538086,1,1
National Center for Oncological Hadrontherapy,39.58283997,-80.03797913,0,1
National Center for Oncological Hadrontherapy,39.58283997,-80.03797913,1,1
National Center for Research on Earthquake Engineering,31.795288,-94.1803,0,1
National Center for Supercomputing Applications,31.795288,-94.1803,0,7
National Center for Supercomputing Applications,31.795288,-94.1803,1,3
National Center for Toxicological Research,-37.70576477,145.18823242,0,5
National Center for Toxicological Research,-37.70576477,145.18823242,1,8
National Center for Tumor Diseases,40.69312286,70.91668701,0,5
National Center for Tumor Diseases,40.69312286,70.91668701,1,4
National Center of Human Genomics Research,-37.70576477,145.18823242,0,3
National Center of Neurology and Psychiatry,39.58283997,-80.03797913,1,2
National Center on Birth Defects and Developmental Disabilities,43.04359436,-76.14820099,0,1
National Center on Birth Defects and Developmental Disabilities,43.04359436,-76.14820099,1,4
National Central University,34.724346,-82.781265,0,33
National Central University,34.724346,-82.781265,1,2
National Centre for Antarctic and Ocean Research,31.795288,-94.1803,0,2
National Centre for Atmospheric Science,34.15884399,-85.66727448,0,2
National Centre for Atmospheric Science,34.15884399,-85.66727448,1,2
National Centre for Biological Sciences,31.795288,-94.1803,0,3
National Centre for Biological Sciences,31.795288,-94.1803,1,1
National Centre for Clinical Research on Emerging Drugs,33.4492836,-111.99662018,0,1
National Centre for Groundwater Research and Training,34.15884399,-85.66727448,1,1
National Centre for the Replacement Refinement and Reduction of Animals in Research,34.15884399,-85.66727448,0,4
"National Centre of Scientific Research ""Demokritos""",34.15884399,-85.66727448,0,10
"National Centre of Scientific Research ""Demokritos""",34.15884399,-85.66727448,1,2
National Cerebral and Cardiovascular Center,39.58283997,-80.03797913,0,1
National Cerebral and Cardiovascular Center,39.58283997,-80.03797913,1,1
National Changhua University of Education,24.08097458,120.55846405,0,7
National Cheng Kung University,22.99879837,120.21621704,0,37
National Cheng Kung University,22.99879837,120.21621704,1,4
National Cheng Kung University Hospital,23.00189018,120.21932983,0,2
National Cheng Kung University Hospital,23.00189018,120.21932983,1,1
National Chengchi University,24.98583412,121.57416534,0,2
National Chiayi University,23.46879005,120.48514557,0,5
National Chin-Yi University of Technology,24.14479828,120.7300415,0,13
National Chin-Yi University of Technology,24.14479828,120.7300415,1,1
National Chung Cheng University,23.56347084,120.47274017,0,9
National Chung Cheng University,23.56347084,120.47274017,1,1
National Chung Hsing University,25.13563347,85.4458313,0,16
National Chung Hsing University,25.13563347,85.4458313,1,1
National Chung Shan Institute of Science and Technology,22.72933006,87.4973526,0,4
National Chung Shan Institute of Science and Technology,22.72933006,87.4973526,1,1
National Clinical Research Center for Digestive Diseases,31.795288,-94.1803,1,3
National College of Business Administration and Economics,38.06007767,-78.4935379,0,3
National College of Business Administration and Economics,38.06007767,-78.4935379,1,1
National College of Ireland,52.86519623,-7.97945976,0,6
National Commission for the Knowledge and Use of Biodiversity,39.58283997,-80.03797913,0,2
National Computer Network Emergency Response Technical Team/Coordination Center of Chinar,36.55937195,103.7533493,1,2
National Consumer Research Centre,34.15884399,-85.66727448,0,2
National Deaf Children's Society,39.74180984,-104.83454895,0,1
National Defense Academy of Japan,36.65415573,137.9765625,0,1
National Defense Medical Center,29.7095108,-95.3981781,0,5
National Dong Hwa University,23.89723396,121.5413208,0,9
National Dong Hwa University,23.89723396,121.5413208,1,1
National Ecological Observatory Network,34.11838531,-118.30039215,0,1
National Electronics and Computer Technology Center,40.17158127,-80.23858643,0,9
National Energy Technology Laboratory,40.15261459,-80.21165466,0,9
National Energy Technology Laboratory,40.15261459,-80.21165466,1,2
National Engineering Laboratory of Deep Learning Technology and Application,29.72240067,-95.34004211,0,2
National Engineering Research Center for Information Technology in Agriculture,28.63502121,77.22270203,0,17
National Engineering Research Center for Information Technology in Agriculture,28.63502121,77.22270203,1,10
National Engineering School of Tunis,36.80020523,10.18577576,0,11
National Epilepsy Center,39.58283997,-80.03797913,0,1
National Evolutionary Synthesis Center,36.00712204,-78.92343903,0,1
National Eye Institute,38.38342285,-81.76409912,0,3
National Eye Institute,38.38342285,-81.76409912,1,6
National Formosa University,23.70220566,120.42942047,0,1
National Geophysical Research Institute,17.41457367,78.54715729,0,3
National Geophysical Research Institute,17.41457367,78.54715729,1,1
National Geospatial-Intelligence Agency,39.6594429,-94.74984741,0,2
National Health Insurance Service,39.58283997,-80.03797913,0,4
National Health Insurance Service Ilsan Hospital,37.67388535,126.77013397,1,2
National Health Laboratory Service,-26.13219833,28.11894226,0,1
National Health Law Program,44.9324379,-123.03337097,0,1
National Health Research Institutes,10.99416637,76.97447968,0,9
National Health Research Institutes,10.99416637,76.97447968,1,2
National Health Service,39.58283997,-80.03797913,0,3
National Health Service,39.58283997,-80.03797913,1,4
National Heart Centre Singapore,1.35652304,103.80859375,0,3
National Heart Centre Singapore,1.35652304,103.80859375,1,2
National Heart Lung and Blood Institute,38.38342285,-81.76409912,0,1
National Heart Lung and Blood Institute,38.38342285,-81.76409912,1,2
National Higher School of Statistics and Applied Economy,14.65491962,121.06491852,0,2
National Hospital for Neurology and Neurosurgery,51.52223206,-0.1223623,0,10
National Hospital for Neurology and Neurosurgery,51.52223206,-0.1223623,1,17
National Hospital of Pediatrics,13.51303101,2.10121679,0,1
National Hsinchu University of Education,24.80726814,120.96849823,0,1
National Human Genome Research Institute,38.38342285,-81.76409912,0,4
National Human Genome Research Institute,38.38342285,-81.76409912,1,4
National Ilan University,24.7461853,121.74608612,1,1
National Imaging Facility,39.58283997,-80.03797913,0,3
National Imaging Facility,39.58283997,-80.03797913,1,1
National Information Processing Institute,38.38342285,-81.76409912,0,2
National Institute Of Technology Silchar,24.75743294,92.78536987,0,7
National Institute Of Veterinary Epidemiology And Disease Informatics,38.38342285,-81.76409912,0,6
National Institute for Basic Biology,38.38342285,-81.76409912,0,5
National Institute for Basic Biology,38.38342285,-81.76409912,1,1
National Institute for Communicable Disease Control and Prevention,38.38342285,-81.76409912,0,1
National Institute for Communicable Disease Control and Prevention,38.38342285,-81.76409912,1,1
National Institute for Environmental Studies,54.716667,8.5,0,1
National Institute for Environmental Studies,54.716667,8.5,1,2
National Institute for Health Research,39.00481415,-77.09753418,0,5
National Institute for Health Research,39.00481415,-77.09753418,1,1
National Institute for Health and Care Excellence,39.00481415,-77.09753418,0,2
National Institute for Japanese Language and Linguistics,38.38342285,-81.76409912,0,6
National Institute for Japanese Language and Linguistics,38.38342285,-81.76409912,1,2
National Institute for Laser Plasma and Radiation Physics,39.19805908,-106.82888794,0,4
National Institute for Materials Science,38.38342285,-81.76409912,0,12
National Institute for Materials Science,38.38342285,-81.76409912,1,16
National Institute for Mathematical Sciences,38.38342285,-81.76409912,0,5
National Institute for Mathematical Sciences,38.38342285,-81.76409912,1,4
National Institute for Nanotechnology,38.38342285,-81.76409912,0,5
National Institute for Nanotechnology,38.38342285,-81.76409912,1,3
National Institute for Occupational Safety and Health,38.38342285,-81.76409912,0,4
National Institute for Physiological Sciences,38.38342285,-81.76409912,0,2
National Institute for Physiological Sciences,38.38342285,-81.76409912,1,3
National Institute for Public Health and the Environment,26.43277931,-80.09677124,0,2
National Institute for Public Health and the Environment,26.43277931,-80.09677124,1,2
National Institute for Research & Development in Informatics,-37.70576477,145.18823242,0,2
"National Institute for Research and Development in Forestry ""Marin Drăcea""",43.85142136,25.04600143,0,1
National Institute for Research in Reproductive Health,-37.70576477,145.18823242,0,1
National Institute for Space Research,-37.70576477,145.18823242,0,14
National Institute for Space Research,-37.70576477,145.18823242,1,1
National Institute for Subatomic Physics,52.35583115,4.95110989,1,2
National Institute for Theoretical Physics,39.19805908,-106.82888794,0,1
National Institute of Advanced Industrial Science and Technology,-0.2934083,36.01538086,0,39
National Institute of Advanced Industrial Science and Technology,-0.2934083,36.01538086,1,14
National Institute of Advanced Studies,13.01978016,77.56604767,0,1
National Institute of Advanced Technologies of Brittany,48.0,-3.0,0,3
National Institute of Agricultural Botany,48.44465256,22.08772278,0,1
National Institute of Agricultural Science and Technology,-0.2934083,36.01538086,0,1
National Institute of Agricultural Science and Technology,-0.2934083,36.01538086,1,1
National Institute of Allergy and Infectious Diseases,38.38342285,-81.76409912,0,5
National Institute of Allergy and Infectious Diseases,38.38342285,-81.76409912,1,9
National Institute of Amazonian Research,-37.70576477,145.18823242,1,1
National Institute of Applied Science and Technology,28.97320175,77.73320007,0,3
National Institute of Arthritis and Musculoskeletal and Skin Diseases,38.38342285,-81.76409912,1,1
"National Institute of Astrophysics, Optics and Electronics",19.03227425,-98.31542206,0,27
"National Institute of Astrophysics, Optics and Electronics",19.03227425,-98.31542206,1,2
"National Institute of Biological Sciences, Beijing",39.9078064,116.39758301,0,3
"National Institute of Biological Sciences, Beijing",39.9078064,116.39758301,1,3
National Institute of Biology,38.38342285,-81.76409912,0,1
National Institute of Biomedical Imaging and Bioengineering,38.38342285,-81.76409912,0,1
"National Institute of Biomedical Innovation, Health and Nutrition",32.80556107,-96.77639008,0,6
"National Institute of Biomedical Innovation, Health and Nutrition",32.80556107,-96.77639008,1,5
National Institute of Cancer Prevention and Research,-37.70576477,145.18823242,0,1
National Institute of Cancer Prevention and Research,-37.70576477,145.18823242,1,1
National Institute of Chemistry,-23.56455994,-46.72589874,0,1
National Institute of Chemistry,-23.56455994,-46.72589874,1,6
National Institute of Cholera and Enteric Diseases,38.38342285,-81.76409912,0,2
National Institute of Dental and Craniofacial Research,-37.70576477,145.18823242,0,3
National Institute of Diabetes and Digestive and Kidney Diseases,38.38342285,-81.76409912,0,1
National Institute of Economic and Social Research,40.945847,40.266544,0,3
National Institute of Environmental Health Sciences,42.96033478,-81.22541046,0,6
National Institute of Environmental Health Sciences,42.96033478,-81.22541046,1,9
National Institute of Environmental Research,13.74289513,100.53232574,0,2
National Institute of Genetics,17.43299675,78.45191956,0,1
National Institute of Health Dr. Ricardo Jorge,39.00481415,-77.09753418,0,3
National Institute of Health Dr. Ricardo Jorge,39.00481415,-77.09753418,1,2
National Institute of Health Sciences,39.00481415,-77.09753418,0,1
National Institute of Health Sciences,39.00481415,-77.09753418,1,2
National Institute of Hydrology,-20.21509361,169.80557251,0,7
National Institute of Hydrology,-20.21509361,169.80557251,1,1
National Institute of Immunology,28.54162979,77.17484283,0,4
National Institute of Immunology,28.54162979,77.17484283,1,1
National Institute of Industrial Engineering,19.13916969,72.90499878,0,3
National Institute of Industrial Engineering,19.13916969,72.90499878,1,2
National Institute of Industrial Technology,-0.2934083,36.01538086,0,2
National Institute of Informatics,38.38342285,-81.76409912,0,20
National Institute of Informatics,38.38342285,-81.76409912,1,8
National Institute of Information and Communications Technology,-0.2934083,36.01538086,0,25
National Institute of Information and Communications Technology,-0.2934083,36.01538086,1,9
National Institute of Measurement and Testing Technology,-0.2934083,36.01538086,0,2
National Institute of Measurement and Testing Technology,-0.2934083,36.01538086,1,1
National Institute of Mental Health,44.07461929,-88.51822662,0,25
National Institute of Mental Health,44.07461929,-88.51822662,1,28
National Institute of Mental Health and Neurosciences,12.93955612,77.59880829,0,4
National Institute of Mental Health and Neurosciences,12.93955612,77.59880829,1,3
"National Institute of Menthal Health, Neurology and Neurosurgery - Nyírő Gyula Hospital",40.945847,40.266544,0,1
National Institute of Meteorology,-15.78757095,-47.92148972,0,4
National Institute of Neurological Disorders and Stroke,38.38342285,-81.76409912,0,12
National Institute of Neurological Disorders and Stroke,38.38342285,-81.76409912,1,8
National Institute of Oceanography and Applied Geophysics,9.98741245,76.2725296,1,1
National Institute of Oceanography and Fisheries,9.98741245,76.2725296,0,1
National Institute of Physical Education of Catalonia,41.36489868,2.14709997,0,2
National Institute of Public Administration,-15.41849709,28.29118156,0,2
National Institute of Standards,54.59886551,-2.2187891,0,2
National Institute of Standards and Technology,39.99661255,-105.26148224,0,40
National Institute of Standards and Technology,39.99661255,-105.26148224,1,9
National Institute of Statistics,36.81615448,10.18104076,0,8
National Institute of Technical Teachers Training and Research,39.20003128,-75.55674744,0,6
National Institute of Technical Teachers’ Training and Research,39.20003128,-75.55674744,0,2
National Institute of Technology Calicut,11.32197285,75.93538666,0,12
National Institute of Technology Delhi,28.84321022,77.10569,0,1
National Institute of Technology Durgapur,23.54833031,87.29138947,0,11
National Institute of Technology Durgapur,23.54833031,87.29138947,1,2
National Institute of Technology Goa,15.41251087,73.97800446,0,7
National Institute of Technology Hamirpur,31.70726776,76.52542114,0,3
National Institute of Technology Jamshedpur,22.77560997,86.14688873,0,2
National Institute of Technology Karnataka,13.03299999,74.47000122,0,10
National Institute of Technology Kurukshetra,29.9489193,76.81478882,0,4
National Institute of Technology Kurukshetra,29.9489193,76.81478882,1,2
National Institute of Technology Manipur,40.945847,40.266544,0,1
National Institute of Technology Meghalaya,25.57376862,91.89476013,0,2
National Institute of Technology Nagaland,25.78803253,93.77445221,0,1
National Institute of Technology Patna,25.61202431,85.14350891,0,7
National Institute of Technology Raipur,21.2488327,81.60444641,0,14
National Institute of Technology Raipur,21.2488327,81.60444641,1,1
National Institute of Technology Rourkela,22.25327492,84.90116119,0,24
National Institute of Technology Rourkela,22.25327492,84.90116119,1,3
National Institute of Technology Srinagar,34.12548447,74.8390274,0,1
National Institute of Technology Tiruchirappalli,10.76321316,78.81642151,0,9
National Institute of Technology Warangal,17.98080063,79.53279877,0,9
"National Institute of Technology, Kumamoto College",32.80310059,130.707901,0,1
"National Institute of Technology, Matsue College",29.4871769,-98.54040527,0,1
"National Institute of Technology, Niihama College",40.945847,40.266544,0,1
"National Institute of Technology, Toba College",29.4871769,-98.54040527,0,1
National Institute of Telecommunications,40.945847,40.266544,0,6
National Institute of Urban Affairs,38.38342285,-81.76409912,0,1
National Institute of Water and Atmospheric Research,-37.70576477,145.18823242,0,1
National Institute of Water and Atmospheric Research,-37.70576477,145.18823242,1,1
National Institute on Aging,38.38342285,-81.76409912,0,8
National Institute on Aging,38.38342285,-81.76409912,1,5
National Institute on Alcohol Abuse and Alcoholism,38.38342285,-81.76409912,0,10
National Institute on Alcohol Abuse and Alcoholism,38.38342285,-81.76409912,1,6
National Institute on Deafness and Other Communication Disorders,38.38342285,-81.76409912,1,1
National Institute on Drug Abuse,32.00774002,86.08242798,0,6
National Institute on Drug Abuse,32.00774002,86.08242798,1,4
National Institutes of Biotechnology Malaysia,3.6024549,114.70446777,0,1
National Institutes of Health,39.00481415,-77.09753418,0,23
National Institutes of Health,39.00481415,-77.09753418,1,21
National Institutes of Health Clinical Center,39.00481415,-77.09753418,0,16
National Institutes of Health Clinical Center,39.00481415,-77.09753418,1,17
National Institutes of Natural Sciences,40.945847,40.266544,0,1
National Institutes of Natural Sciences,40.945847,40.266544,1,1
National Instruments (United States),39.50357056,-99.01834106,0,1
National Iranian Oil Company (Iran),32.6475296,54.56435013,0,9
National Jewish Health,39.73913956,-104.94210052,0,1
National Jewish Health,39.73913956,-104.94210052,1,1
National Kaohsiung First University of Science and Technology,22.75206757,120.33148956,0,1
National Kaohsiung Marine University,22.72629356,120.31498718,0,4
National Laboratory for Civil Engineering,-29.86619949,30.98259926,0,3
National Laboratory for Superconductivity,40.15261459,-80.21165466,0,1
National Laboratory of Frascati,41.80620575,12.68042946,1,1
National Library of Sweden,59.33821869,18.072155,0,3
National Marine Environmental Forecasting Center,38.78649521,-89.78047943,0,1
National Maritime Research Institute,32.72104263,-117.17401123,0,3
National Medical Center,29.7095108,-95.3981781,0,1
National Metrology Centre,34.15884399,-85.66727448,0,1
National Museum in Kraków,50.06044006,19.92361069,0,1
National Museum of Natural History,38.89146042,-77.02596283,0,2
National Museum of Natural History,38.89146042,-77.02596283,1,2
National Nanotechnology Center,39.58283997,-80.03797913,0,1
National Neuroscience Institute,38.38342285,-81.76409912,0,7
National Neuroscience Institute,38.38342285,-81.76409912,1,2
National Nuclear Laboratory,40.15261459,-80.21165466,0,1
National Observatory of Athens,37.97556305,23.73483276,0,8
National Observatory of Athens,37.97556305,23.73483276,1,1
National Oceanic and Atmospheric Administration,40.37788773,-74.01069641,0,5
National Oceanography Centre,34.15884399,-85.66727448,0,3
National Oceanography Centre,34.15884399,-85.66727448,1,1
National Park Service,40.25217056,-105.82318115,0,2
National Park Service,40.25217056,-105.82318115,1,1
National Physical Laboratory,28.63711166,77.1713028,0,1
National Pingtung University,22.66885757,120.50208282,0,2
National Pingtung University of Science and Technology,22.64319992,120.60768127,0,8
National Pingtung University of Science and Technology,22.64319992,120.60768127,1,2
National Police Hospital,5.130843,-74.1573,0,1
National Polytechnic Institute of Toulouse,43.6039505,1.44450903,0,8
National Polytechnic Institute of Toulouse,43.6039505,1.44450903,1,1
National Polytechnic School,34.13510895,-118.12883759,0,14
National Radio Astronomy Observatory,38.03694916,-78.51786041,1,1
National Radio Research Agency,39.6594429,-94.74984741,0,1
National Rehabilitation Center for Persons with Disabilities,34.06077957,-118.44916534,1,1
National Renewable Energy Centre,29.95027733,-90.07555389,0,1
National Renewable Energy Laboratory,40.15261459,-80.21165466,0,21
National Renewable Energy Laboratory,40.15261459,-80.21165466,1,10
National Research Center on Human Evolution,29.18813896,75.70082855,1,1
National Research Centre for the Working Environment,34.15884399,-85.66727448,1,1
National Research Council,34.423397,-78.46556,0,42
National Research Council,34.423397,-78.46556,1,3
National Research Council Canada,34.423397,-78.46556,0,32
National Research Council Canada,34.423397,-78.46556,1,17
National Research Council Institute for Biodiagnostics,41.90100098,12.51259995,1,1
National Research Foundation of Korea,36.43822861,127.83287048,0,2
National Research Foundation of Korea,36.43822861,127.83287048,1,1
"National Research Institute for Agriculture, Food and Environment",26.19042587,78.16279602,0,4
"National Research Institute for Agriculture, Food and Environment",26.19042587,78.16279602,1,1
National Research Institute for Earth Science and Disaster Resilience,26.19042587,78.16279602,1,1
National Research Tomsk State University,56.47015381,84.94261169,0,6
National Research University Higher School of Economics,59.92301941,30.30338287,0,22
National Research University Higher School of Economics,59.92301941,30.30338287,1,3
National Science Foundation,39.58283997,-80.03797913,0,3
National Science Foundation,39.58283997,-80.03797913,1,5
National Science and Technology Center for Disaster Reduction,39.99795532,-83.04292297,0,1
National Science and Technology Center for Disaster Reduction,39.99795532,-83.04292297,1,1
National Science and Technology Development Agency,39.647106,-94.744675,0,2
National Skin Centre,34.15884399,-85.66727448,0,2
National Socio-Environmental Synthesis Center,53.43283463,14.54818726,0,1
National Space Agency,39.6594429,-94.74984741,0,1
National Space Science Center,31.795288,-94.1803,0,7
National Space Science Center,31.795288,-94.1803,1,2
National Student Clearinghouse Research Center,-37.70576477,145.18823242,0,1
National Sun Yat-sen University,22.6271286,120.2648468,0,13
National Sun Yat-sen University,22.6271286,120.2648468,1,3
National Supercomputing Center in Shenzhen,22.54368019,114.0579071,0,5
National Supercomputing Center in Shenzhen,22.54368019,114.0579071,1,2
National Supercomputing Center in Wuxi,31.49130249,120.31233978,0,1
National Supercomputing Center of Tianjin,39.29474258,117.33509827,0,2
National Taichung University of Science and Technology,24.15062523,120.68305206,0,5
National Taipei University,24.94630051,121.37290192,0,3
National Taipei University,24.94630051,121.37290192,1,1
National Taipei University of Business,25.04237938,121.52545166,0,1
National Taipei University of Nursing and Health Science,25.11785698,121.51985168,0,2
National Taipei University of Technology,24.94630051,121.37290192,0,20
National Taipei University of Technology,24.94630051,121.37290192,1,4
National Taitung University,22.73723602,121.06654358,0,1
National Taiwan Normal University,25.02614021,121.5276413,0,22
National Taiwan Normal University,25.02614021,121.5276413,1,2
National Taiwan Ocean University,25.15015984,121.77765656,0,11
National Taiwan Ocean University,25.15015984,121.77765656,1,1
National Taiwan University,25.01771164,121.53873444,0,149
National Taiwan University,25.01771164,121.53873444,1,29
National Taiwan University Hospital,25.03333282,121.51667023,0,8
National Taiwan University Hospital,25.03333282,121.51667023,1,8
National Taiwan University of Science and Technology,25.01342201,121.54179382,0,45
National Taiwan University of Science and Technology,25.01342201,121.54179382,1,9
National Technical University of Athens,37.97740173,23.78270912,0,58
National Technical University of Athens,37.97740173,23.78270912,1,11
National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”,50.44895935,30.45745087,0,10
National Technological University,-34.6044426,-58.37277603,0,4
National Textile University,23.76040077,90.40010071,0,2
National Transportation Research Center,-37.70576477,145.18823242,0,1
National Transportation Research Center,-37.70576477,145.18823242,1,1
National Tsing Hua University,24.79457664,120.99421692,0,63
National Tsing Hua University,24.79457664,120.99421692,1,7
National United University,28.68844,77.20953,1,2
National University College,14.60436058,120.99435425,0,3
National University College,14.60436058,120.99435425,1,1
National University Health System,29.50663185,-98.57687378,0,3
National University Health System,29.50663185,-98.57687378,1,1
National University Hospital,1.29432297,103.78292847,0,3
National University Hospital,1.29432297,103.78292847,1,3
National University of Computer and Emerging Sciences,14.60436058,120.99435425,0,20
National University of Computer and Emerging Sciences,14.60436058,120.99435425,1,1
National University of Cuyo,40.945847,40.266544,0,2
National University of Defense Technology,28.21920013,112.99040222,0,153
National University of Defense Technology,28.21920013,112.99040222,1,49
National University of Distance Education,40.41889191,-3.69194007,0,29
National University of Distance Education,40.41889191,-3.69194007,1,3
National University of Engineering,-12.02009392,-77.04833984,0,6
National University of General San Martín,-34.57627487,-58.53884506,0,3
National University of General San Martín,-34.57627487,-58.53884506,1,1
National University of Ireland,52.86519623,-7.97945976,0,4
National University of Ireland,52.86519623,-7.97945976,1,3
"National University of Ireland, Maynooth",53.38468933,-6.60105801,0,13
"National University of Ireland, Maynooth",53.38468933,-6.60105801,1,5
National University of Kaohsiung,22.73414993,120.2828598,0,5
National University of Kaohsiung,22.73414993,120.2828598,1,1
National University of Malaysia,40.945847,40.266544,0,44
National University of Malaysia,40.945847,40.266544,1,7
National University of Medical Sciences,33.59780121,73.04290009,0,1
National University of Modern Languages,33.66699982,73.05000305,0,3
National University of Mongolia,47.92274857,106.91905212,0,3
National University of Rosario,4.59997892,-74.07341766,0,1
National University of Río Cuarto,-33.11435699,-64.30198669,0,2
National University of San Juan,-31.5412674,-68.57750702,1,1
National University of San Luis,-2.529184,-44.306232,0,4
National University of Science and Technology,33.64471817,72.98944092,0,1
National University of Sciences and Technology,33.64471817,72.98944092,0,68
